BusinessEntityID,FirstName,LastName,Name,PhoneNumber,EmailAddress,JobTitle,MaritalStatus,Gender
45,Thomas,Michaels,0,278-555-0118,thomas0@adventure-works.com,Production Technician - WC60,M,M
46,Eugene,Kogan,0,173-555-0179,eugene1@adventure-works.com,Production Technician - WC60,S,M
47,Andrew,Hill,0,908-555-0159,andrew0@adventure-works.com,Production Supervisor - WC10,S,M
48,Ruth,Ellerbrock,0,145-555-0130,ruth0@adventure-works.com,Production Technician - WC10,M,F
49,Barry,Johnson,0,206-555-0180,barry0@adventure-works.com,Production Technician - WC10,S,M
50,Sidney,Higa,0,424-555-0189,sidney0@adventure-works.com,Production Technician - WC10,M,M
51,Jeffrey,Ford,0,984-555-0185,jeffrey0@adventure-works.com,Production Technician - WC10,S,M
52,Doris,Hartwig,0,328-555-0150,doris0@adventure-works.com,Production Technician - WC10,M,F
53,Diane,Glimp,0,202-555-0151,diane0@adventure-works.com,Production Technician - WC10,M,F
54,Bonnie,Kearney,0,264-555-0150,bonnie0@adventure-works.com,Production Technician - WC10,M,F
55,Taylor,Maxwell,0,508-555-0165,taylor0@adventure-works.com,Production Supervisor - WC50,M,M
56,Denise,Smith,0,869-555-0119,denise0@adventure-works.com,Production Technician - WC50,M,F
57,Frank,Miller,0,167-555-0139,frank1@adventure-works.com,Production Technician - WC50,S,M
58,Kendall,Keil,0,138-555-0128,kendall0@adventure-works.com,Production Technician - WC50,M,M
59,Bob,Hohman,0,611-555-0116,bob0@adventure-works.com,Production Technician - WC50,S,M
60,Pete,Male,0,768-555-0123,pete0@adventure-works.com,Production Technician - WC50,S,M
61,Diane,Tibbott,0,361-555-0180,diane2@adventure-works.com,Production Technician - WC50,S,F
62,John,Campbell,0,435-555-0113,john0@adventure-works.com,Production Supervisor - WC60,M,M
63,Maciej,Dusza,0,237-555-0128,maciej0@adventure-works.com,Production Technician - WC60,S,M
64,Michael,Zwilling,0,582-555-0148,michael7@adventure-works.com,Production Technician - WC60,S,M
65,Randy,Reeves,0,961-555-0122,randy0@adventure-works.com,Production Technician - WC60,M,M
66,Karan,Khanna,0,447-555-0186,karan0@adventure-works.com,Production Technician - WC60,S,M
67,Jay,Adams,0,407-555-0165,jay0@adventure-works.com,Production Technician - WC60,S,M
68,Charles,Fitzgerald,0,931-555-0118,charles0@adventure-works.com,Production Technician - WC60,S,M
69,Steve,Masters,0,712-555-0170,steve0@adventure-works.com,Production Technician - WC60,S,M
70,David,Ortiz,0,712-555-0119,david2@adventure-works.com,Production Technician - WC60,M,M
71,Michael,Ray,0,156-555-0199,michael3@adventure-works.com,Production Supervisor - WC30,S,M
72,Steven,Selikoff,0,925-555-0114,steven0@adventure-works.com,Production Technician - WC30,M,M
73,Carole,Poland,0,688-555-0192,carole0@adventure-works.com,Production Technician - WC30,M,F
74,Bjorn,Rettig,0,199-555-0117,bjorn0@adventure-works.com,Production Technician - WC30,S,M
75,Michiko,Osada,0,984-555-0148,michiko0@adventure-works.com,Production Technician - WC30,S,M
76,Carol,Philips,0,609-555-0153,carol0@adventure-works.com,Production Technician - WC30,M,F
77,Merav,Netz,0,224-555-0187,merav0@adventure-works.com,Production Technician - WC30,M,F
78,Reuben,D'sa,0,191-555-0112,reuben0@adventure-works.com,Production Supervisor - WC40,M,M
79,Eric,Brown,0,680-555-0118,eric1@adventure-works.com,Production Technician - WC40,M,M
80,Sandeep,Kaliyath,0,166-555-0156,sandeep0@adventure-works.com,Production Technician - WC40,S,M
81,Mihail,Frintu,0,733-555-0128,mihail0@adventure-works.com,Production Technician - WC40,S,M
82,Jack,Creasey,0,521-555-0113,jack1@adventure-works.com,Production Technician - WC40,S,M
83,Patrick,Cook,0,425-555-0117,patrick1@adventure-works.com,Production Technician - WC40,M,M
84,Frank,Martinez,0,203-555-0196,frank3@adventure-works.com,Production Technician - WC40,M,M
85,Brian,Goldstein,0,730-555-0117,brian2@adventure-works.com,Production Technician - WC40,S,M
86,Ryan,Cornelsen,0,208-555-0114,ryan0@adventure-works.com,Production Technician - WC40,M,M
87,Cristian,Petculescu,0,434-555-0133,cristian0@adventure-works.com,Production Supervisor - WC10,M,M
88,Betsy,Stadick,0,405-555-0171,betsy0@adventure-works.com,Production Technician - WC10,S,F
89,Patrick,Wedge,0,413-555-0124,patrick0@adventure-works.com,Production Technician - WC10,S,M
90,Danielle,Tiedt,0,500-555-0172,danielle0@adventure-works.com,Production Technician - WC10,S,F
91,Kimberly,Zimmerman,0,123-555-0167,kimberly0@adventure-works.com,Production Technician - WC10,S,F
92,Tom,Vande Velde,0,295-555-0161,tom0@adventure-works.com,Production Technician - WC10,M,M
93,Kok-Ho,Loh,0,999-555-0155,kok-ho0@adventure-works.com,Production Supervisor - WC50,S,M
94,Russell,Hunter,0,786-555-0144,russell0@adventure-works.com,Production Technician - WC50,M,M
95,Jim,Scardelis,0,679-555-0113,jim0@adventure-works.com,Production Technician - WC50,M,M
96,Elizabeth,Keyser,0,318-555-0137,elizabeth0@adventure-works.com,Production Technician - WC50,M,F
97,Mandar,Samant,0,140-555-0132,mandar0@adventure-works.com,Production Technician - WC50,S,M
98,Sameer,Tejani,0,990-555-0172,sameer0@adventure-works.com,Production Technician - WC50,M,M
99,Nuan,Yu,0,913-555-0184,nuan0@adventure-works.com,Production Technician - WC50,S,M
100,Lolan,Song,0,582-555-0178,lolan0@adventure-works.com,Production Technician - WC50,M,M
101,Houman,Pournasseh,0,180-555-0136,houman0@adventure-works.com,Production Technician - WC50,M,M
102,Zheng,Mu,0,113-555-0173,zheng0@adventure-works.com,Production Supervisor - WC10,S,M
103,Ebru,Ersan,0,202-555-0187,ebru0@adventure-works.com,Production Technician - WC10,S,M
104,Mary,Baker,0,283-555-0185,mary1@adventure-works.com,Production Technician - WC10,M,F
105,Kevin,Homer,0,555-555-0113,kevin2@adventure-works.com,Production Technician - WC10,S,M
106,John,Kane,0,254-555-0114,john4@adventure-works.com,Production Technician - WC10,S,M
107,Christopher,Hill,0,153-555-0166,christopher0@adventure-works.com,Production Technician - WC10,M,M
108,Jinghao,Liu,0,794-555-0159,jinghao0@adventure-works.com,Production Supervisor - WC50,S,M
109,Alice,Ciccu,0,333-555-0173,alice0@adventure-works.com,Production Technician - WC50,M,F
110,Jun,Cao,0,299-555-0113,jun0@adventure-works.com,Production Technician - WC50,S,M
111,Suroor,Fatima,0,932-555-0161,suroor0@adventure-works.com,Production Technician - WC50,S,M
112,John,Evans,0,172-555-0130,john1@adventure-works.com,Production Technician - WC50,S,M
113,Linda,Moschell,0,612-555-0171,linda0@adventure-works.com,Production Technician - WC50,M,F
114,Mindaugas,Krapauskas,0,637-555-0120,mindaugas0@adventure-works.com,Production Technician - WC50,M,M
115,Angela,Barbariol,0,150-555-0194,angela0@adventure-works.com,Production Technician - WC50,S,F
116,Michael,Patten,0,441-555-0195,michael2@adventure-works.com,Production Technician - WC50,S,M
117,Chad,Niswonger,0,559-555-0175,chad0@adventure-works.com,Production Technician - WC50,M,M
118,Don,Hall,0,100-555-0174,don0@adventure-works.com,Production Technician - WC50,M,M
119,Michael,Entin,0,817-555-0186,michael4@adventure-works.com,Production Technician - WC50,S,M
120,Kitti,Lertpiriyasuwat,0,785-555-0132,kitti0@adventure-works.com,Production Technician - WC50,S,F
121,Pilar,Ackerman,0,577-555-0185,pilar0@adventure-works.com,Shipping and Receiving Supervisor,S,M
122,Susan,Eaton,0,943-555-0196,susan0@adventure-works.com,Stocker,S,F
123,Vamsi,Kuppa,0,937-555-0137,vamsi0@adventure-works.com,Shipping and Receiving Clerk,M,M
124,Kim,Ralls,0,309-555-0129,kim0@adventure-works.com,Stocker,S,F
125,Matthias,Berndt,0,139-555-0120,matthias0@adventure-works.com,Shipping and Receiving Clerk,M,M
126,Jimmy,Bischoff,0,927-555-0168,jimmy0@adventure-works.com,Stocker,M,M
127,David,Hamilton,0,986-555-0177,david4@adventure-works.com,Production Supervisor - WC40,S,M
128,Paul,Komosinski,0,147-555-0160,paul0@adventure-works.com,Production Technician - WC40,S,M
129,Gary,Yukish,0,901-555-0125,gary0@adventure-works.com,Production Technician - WC40,S,M
130,Rob,Caron,0,238-555-0116,rob1@adventure-works.com,Production Technician - WC40,S,M
131,Baris,Cetinok,0,164-555-0114,baris0@adventure-works.com,Production Technician - WC40,S,M
132,Nicole,Holliday,0,508-555-0129,nicole0@adventure-works.com,Production Technician - WC40,M,F
133,Michael,Rothkugel,0,454-555-0119,michael1@adventure-works.com,Production Technician - WC40,S,M
134,Eric,Gubbels,0,260-555-0119,eric0@adventure-works.com,Production Supervisor - WC20,M,M
135,Ivo,Salmre,0,115-555-0179,ivo0@adventure-works.com,Production Technician - WC20,M,M
136,Sylvester,Valdez,0,492-555-0174,sylvester0@adventure-works.com,Production Technician - WC20,M,M
137,Anibal,Sousa,0,106-555-0120,anibal0@adventure-works.com,Production Technician - WC20,S,F
138,Samantha,Smith,0,587-555-0114,samantha0@adventure-works.com,Production Technician - WC20,M,F
139,Hung-Fu,Ting,0,497-555-0181,hung-fu0@adventure-works.com,Production Technician - WC20,S,M
140,Prasanna,Samarawickrama,0,129-555-0199,prasanna0@adventure-works.com,Production Technician - WC20,M,M
141,Min,Su,0,590-555-0152,min0@adventure-works.com,Production Technician - WC20,M,M
142,Olinda,Turner,0,306-555-0186,olinda0@adventure-works.com,Production Technician - WC20,S,F
143,Krishna,Sunkammurali,0,491-555-0183,krishna0@adventure-works.com,Production Technician - WC20,S,M
144,Paul,Singh,0,727-555-0112,paul1@adventure-works.com,Production Technician - WC20,M,M
145,Cynthia,Randall,0,352-555-0138,cynthia0@adventure-works.com,Production Supervisor - WC30,S,F
146,Jian Shuo,Wang,0,952-555-0178,jianshuo0@adventure-works.com,Production Technician - WC30,S,M
147,Sandra,Reátegui Alayo,0,896-555-0168,sandra0@adventure-works.com,Production Technician - WC30,M,F
148,Jason,Watters,0,571-555-0179,jason0@adventure-works.com,Production Technician - WC30,S,M
149,Andy,Ruth,0,118-555-0110,andy0@adventure-works.com,Production Technician - WC30,M,M
150,Michael,Vanderhyde,0,296-555-0121,michael5@adventure-works.com,Production Technician - WC30,M,M
151,Rostislav,Shabalin,0,751-555-0134,rostislav0@adventure-works.com,Production Technician - WC30,M,M
152,Yuhong,Li,0,965-555-0155,yuhong0@adventure-works.com,Production Supervisor - WC20,M,M
153,Hanying,Feng,0,319-555-0139,hanying0@adventure-works.com,Production Technician - WC20,S,M
154,Raymond,Sam,0,226-555-0197,raymond0@adventure-works.com,Production Technician - WC20,M,M
155,Fadi,Fakhouri,0,935-555-0116,fadi0@adventure-works.com,Production Technician - WC20,S,M
156,Lane,Sacksteder,0,200-555-0117,lane0@adventure-works.com,Production Technician - WC20,M,M
157,Linda,Randall,0,696-555-0157,linda1@adventure-works.com,Production Technician - WC20,S,F
158,Shelley,Dyck,0,991-555-0184,shelley0@adventure-works.com,Production Technician - WC20,S,F
159,Terrence,Earls,0,110-555-0115,terrence0@adventure-works.com,Production Technician - WC20,S,M
160,Jeff,Hay,0,350-555-0167,jeff0@adventure-works.com,Production Supervisor - WC45,M,M
161,Kirk,Koenigsbauer,0,669-555-0150,kirk0@adventure-works.com,Production Technician - WC45,S,M
162,Laura,Steele,0,777-555-0141,laura0@adventure-works.com,Production Technician - WC45,S,F
163,Alex,Nayberg,0,819-555-0198,alex0@adventure-works.com,Production Technician - WC45,M,M
164,Andrew,Cencini,0,207-555-0192,andrew1@adventure-works.com,Production Technician - WC45,S,M
165,Chris,Preston,0,200-555-0112,chris0@adventure-works.com,Production Technician - WC45,M,M
166,Jack,Richins,0,552-555-0111,jack0@adventure-works.com,Production Supervisor - WC30,S,M
167,David,Johnson,0,166-555-0162,david1@adventure-works.com,Production Technician - WC30,S,M
168,Garrett,Young,0,609-555-0179,garrett0@adventure-works.com,Production Technician - WC30,S,M
169,Susan,Metters,0,639-555-0164,susan1@adventure-works.com,Production Technician - WC30,S,F
170,George,Li,0,518-555-0199,george0@adventure-works.com,Production Technician - WC30,M,M
171,David,Yalovsky,0,373-555-0142,david3@adventure-works.com,Production Technician - WC30,S,M
172,Marc,Ingle,0,234-555-0169,marc0@adventure-works.com,Production Technician - WC30,M,M
173,Eugene,Zabokritski,0,241-555-0191,eugene0@adventure-works.com,Production Technician - WC30,S,M
174,Benjamin,Martin,0,533-555-0111,benjamin0@adventure-works.com,Production Technician - WC30,S,M
175,Reed,Koch,0,678-555-0110,reed0@adventure-works.com,Production Technician - WC30,M,M
176,David,Lawrence,0,118-555-0177,david7@adventure-works.com,Production Technician - WC30,M,M
177,Russell,King,0,517-555-0122,russell1@adventure-works.com,Production Technician - WC30,M,M
178,John,Frum,0,663-555-0172,john3@adventure-works.com,Production Technician - WC30,S,M
179,Jan,Miksovsky,0,139-555-0131,jan0@adventure-works.com,Production Technician - WC30,S,M
180,Katie,McAskill-White,0,809-555-0133,katie0@adventure-works.com,Production Supervisor - WC20,S,F
181,Michael,Hines,0,218-555-0126,michael0@adventure-works.com,Production Technician - WC20,S,M
182,Nitin,Mirchandani,0,143-555-0173,nitin0@adventure-works.com,Production Technician - WC20,S,M
183,Barbara,Decker,0,119-555-0192,barbara0@adventure-works.com,Production Technician - WC20,M,F
184,John,Chen,0,201-555-0163,john2@adventure-works.com,Production Technician - WC20,M,M
185,Stefen,Hesse,0,165-555-0113,stefen0@adventure-works.com,Production Technician - WC20,S,M
186,Shane,Kim,0,810-555-0178,shane0@adventure-works.com,Production Supervisor - WC45,S,M
187,Yvonne,McKay,0,286-555-0189,yvonne0@adventure-works.com,Production Technician - WC45,M,F
188,Douglas,Hite,0,808-555-0172,douglas0@adventure-works.com,Production Technician - WC45,M,M
189,Janeth,Esteves,0,540-555-0191,janeth0@adventure-works.com,Production Technician - WC45,S,F
190,Robert,Rounthwaite,0,589-555-0147,robert0@adventure-works.com,Production Technician - WC45,S,M
191,Lionel,Penuchot,0,450-555-0152,lionel0@adventure-works.com,Production Technician - WC45,S,M
192,Brenda,Diaz,0,142-555-0139,brenda0@adventure-works.com,Production Supervisor - WC40,M,F
193,Alejandro,McGuel,0,668-555-0130,alejandro0@adventure-works.com,Production Technician - WC40,S,M
194,Fred,Northup,0,818-555-0192,fred0@adventure-works.com,Production Technician - WC40,S,M
195,Kevin,Liu,0,714-555-0138,kevin1@adventure-works.com,Production Technician - WC40,S,M
196,Shammi,Mohamed,0,793-555-0179,shammi0@adventure-works.com,Production Technician - WC40,M,M
197,Rajesh,Patel,0,373-555-0137,rajesh0@adventure-works.com,Production Technician - WC40,M,M
198,Lorraine,Nay,0,845-555-0184,lorraine0@adventure-works.com,Production Technician - WC40,M,F
199,Paula,Nartker,0,476-555-0119,paula1@adventure-works.com,Production Technician - WC40,M,F
200,Frank,Lee,0,158-555-0191,frank0@adventure-works.com,Production Technician - WC40,M,M
201,Brian,Lloyd,0,110-555-0182,brian0@adventure-works.com,Production Technician - WC40,S,M
202,Tawana,Nusbaum,0,368-555-0113,tawana0@adventure-works.com,Production Technician - WC40,S,M
203,Ken,Myer,0,949-555-0174,ken1@adventure-works.com,Production Technician - WC40,M,M
204,Gabe,Mares,0,310-555-0117,gabe0@adventure-works.com,Production Technician - WC40,M,M
205,Lori,Kane,0,289-555-0196,lori0@adventure-works.com,Production Supervisor - WC45,S,F
206,Stuart,Munson,0,413-555-0136,stuart0@adventure-works.com,Production Technician - WC45,S,M
207,Greg,Alderson,0,332-555-0150,greg0@adventure-works.com,Production Technician - WC45,S,M
208,Scott,Gode,0,391-555-0138,scott0@adventure-works.com,Production Technician - WC45,M,M
209,Kathie,Flood,0,446-555-0118,kathie0@adventure-works.com,Production Technician - WC45,M,F
210,Belinda,Newman,0,319-555-0126,belinda0@adventure-works.com,Production Technician - WC45,S,F
211,Hazem,Abolrous,0,869-555-0125,hazem0@adventure-works.com,Quality Assurance Manager,S,M
212,Peng,Wu,0,164-555-0164,peng0@adventure-works.com,Quality Assurance Supervisor,M,M
213,Sootha,Charncherngkha,0,325-555-0137,sootha0@adventure-works.com,Quality Assurance Technician,M,M
214,Andreas,Berglund,0,181-555-0124,andreas0@adventure-works.com,Quality Assurance Technician,M,M
215,Mark,Harrington,0,147-555-0179,mark0@adventure-works.com,Quality Assurance Technician,S,M
216,Sean,Alexander,0,420-555-0173,sean0@adventure-works.com,Quality Assurance Technician,S,M
217,Zainal,Arifin,0,204-555-0115,zainal0@adventure-works.com,Document Control Manager,M,M
218,Tengiz,Kharatishvili,0,910-555-0116,tengiz0@adventure-works.com,Control Specialist,S,M
219,Sean,Chai,0,205-555-0132,sean1@adventure-works.com,Document Control Assistant,S,M
220,Karen,Berge,0,746-555-0164,karen0@adventure-works.com,Document Control Assistant,M,F
221,Chris,Norred,0,575-555-0126,chris1@adventure-works.com,Control Specialist,M,M
222,A. Scott,Wright,0,992-555-0194,ascott0@adventure-works.com,Master Scheduler,S,M
223,Sairaj,Uddin,0,500-555-0159,sairaj0@adventure-works.com,Scheduling Assistant,M,M
224,William,Vong,0,148-555-0145,william0@adventure-works.com,Scheduling Assistant,M,M
225,Alan,Brewer,0,438-555-0172,alan0@adventure-works.com,Scheduling Assistant,M,M
226,Brian,LaMee,0,313-555-0196,brian1@adventure-works.com,Scheduling Assistant,M,M
227,Gary,Altman,0,110-555-0112,gary1@adventure-works.com,Facilities Manager,M,M
228,Christian,Kleinerman,0,846-555-0157,christian0@adventure-works.com,Maintenance Supervisor,M,M
229,Lori,Penor,0,295-555-0161,lori1@adventure-works.com,Janitor,M,F
230,Stuart,Macrae,0,539-555-0149,stuart1@adventure-works.com,Janitor,M,M
231,Jo,Berry,0,228-555-0159,jo1@adventure-works.com,Janitor,M,F
232,Pat,Coleman,0,720-555-0158,pat0@adventure-works.com,Janitor,S,M
233,Magnus,Hedlund,0,583-555-0182,magnus0@adventure-works.com,Facilities Administrative Assistant,M,M
234,Laura,Norman,0,615-555-0110,laura1@adventure-works.com,Chief Financial Officer,M,F
235,Paula,Barreto de Mattos,0,523-555-0175,paula0@adventure-works.com,Human Resources Manager,M,F
236,Grant,Culbertson,0,955-555-0131,grant0@adventure-works.com,Human Resources Administrative Assistant,S,M
237,Hao,Chen,0,806-555-0136,hao0@adventure-works.com,Human Resources Administrative Assistant,S,M
238,Vidur,Luthra,0,153-555-0186,vidur0@adventure-works.com,Recruiter,S,M
239,Mindy,Martin,0,522-555-0147,mindy0@adventure-works.com,Benefits Specialist,M,F
240,Willis,Johnson,0,778-555-0141,willis0@adventure-works.com,Recruiter,S,M
241,David,Liu,0,646-555-0185,david6@adventure-works.com,Accounts Manager,M,M
242,Deborah,Poe,0,602-555-0194,deborah0@adventure-works.com,Accounts Receivable Specialist,M,F
243,Candy,Spoon,0,920-555-0177,candy0@adventure-works.com,Accounts Receivable Specialist,S,F
244,Bryan,Walton,0,935-555-0199,bryan1@adventure-works.com,Accounts Receivable Specialist,S,M
245,Barbara,Moreland,0,822-555-0145,barbara1@adventure-works.com,Accountant,M,F
246,Dragan,Tomic,0,117-555-0185,dragan0@adventure-works.com,Accounts Payable Specialist,M,M
247,Janet,Sheperdigian,0,393-555-0186,janet0@adventure-works.com,Accounts Payable Specialist,M,F
248,Mike,Seamans,0,927-555-0150,mike0@adventure-works.com,Accountant,S,M
249,Wendy,Kahn,0,248-555-0134,wendy0@adventure-works.com,Finance Manager,S,F
250,Sheela,Word,0,210-555-0193,sheela0@adventure-works.com,Purchasing Manager,S,F
251,Mikael,Sandberg,0,309-555-0170,mikael0@adventure-works.com,Buyer,S,M
252,Arvind,Rao,0,848-555-0163,arvind0@adventure-works.com,Buyer,M,M
253,Linda,Meisner,0,916-555-0165,linda2@adventure-works.com,Buyer,M,F
254,Fukiko,Ogisu,0,520-555-0177,fukiko0@adventure-works.com,Buyer,M,M
255,Gordon,Hee,0,230-555-0144,gordon0@adventure-works.com,Buyer,M,M
256,Frank,Pellow,0,163-555-0147,frank2@adventure-works.com,Buyer,M,M
257,Eric,Kurjan,0,265-555-0195,eric2@adventure-works.com,Buyer,S,M
258,Erin,Hagens,0,842-555-0158,erin0@adventure-works.com,Buyer,S,F
259,Ben,Miller,0,151-555-0113,ben0@adventure-works.com,Buyer,M,M
260,Annette,Hill,0,125-555-0196,annette0@adventure-works.com,Purchasing Assistant,M,F
261,Reinout,Hillmann,0,370-555-0163,reinout0@adventure-works.com,Purchasing Assistant,M,M
262,David,Barber,0,477-555-0132,david5@adventure-works.com,Assistant to the Chief Financial Officer,S,M
263,Jean,Trenary,0,685-555-0120,jean0@adventure-works.com,Information Services Manager,S,F
264,Stephanie,Conroy,0,594-555-0110,stephanie0@adventure-works.com,Network Manager,S,F
265,Ashvini,Sharma,0,656-555-0119,ashvini0@adventure-works.com,Network Administrator,S,M
266,Peter,Connelly,0,310-555-0133,peter1@adventure-works.com,Network Administrator,S,M
267,Karen,Berg,0,654-555-0177,karen1@adventure-works.com,Application Specialist,S,F
268,Ramesh,Meyyappan,0,182-555-0134,ramesh0@adventure-works.com,Application Specialist,S,M
269,Dan,Bacon,0,166-555-0159,dan0@adventure-works.com,Application Specialist,M,M
270,François,Ajenstat,0,785-555-0110,françois0@adventure-works.com,Database Administrator,S,M
271,Dan,Wilson,0,653-555-0144,dan1@adventure-works.com,Database Administrator,M,M
272,Janaina,Bueno,0,623-555-0155,janaina0@adventure-works.com,Application Specialist,M,F
273,Brian,Welcker,0,716-555-0127,brian3@adventure-works.com,Vice President of Sales,S,M
274,Stephen,Jiang,0,238-555-0197,stephen0@adventure-works.com,North American Sales Manager,M,M
275,Michael,Blythe,0,257-555-0154,michael9@adventure-works.com,Sales Representative,S,M
276,Linda,Mitchell,0,883-555-0116,linda3@adventure-works.com,Sales Representative,M,F
277,Jillian,Carson,0,517-555-0117,jillian0@adventure-works.com,Sales Representative,S,F
278,Garrett,Vargas,0,922-555-0165,garrett1@adventure-works.com,Sales Representative,M,M
279,Tsvi,Reiter,0,664-555-0112,tsvi0@adventure-works.com,Sales Representative,M,M
280,Pamela,Ansman-Wolfe,0,340-555-0193,pamela0@adventure-works.com,Sales Representative,S,F
281,Shu,Ito,0,330-555-0120,shu0@adventure-works.com,Sales Representative,M,M
282,José,Saraiva,0,185-555-0169,josé1@adventure-works.com,Sales Representative,M,M
283,David,Campbell,0,740-555-0182,david8@adventure-works.com,Sales Representative,S,M
284,Tete,Mensa-Annan,0,615-555-0153,tete0@adventure-works.com,Sales Representative,M,M
285,Syed,Abbas,0,926-555-0182,syed0@adventure-works.com,Pacific Sales Manager,M,M
286,Lynn,Tsoflias,0,1 (11) 500 555-0190,lynn0@adventure-works.com,Sales Representative,S,F
287,Amy,Alberts,0,775-555-0164,amy0@adventure-works.com,European Sales Manager,M,F
288,Rachel,Valdez,0,1 (11) 500 555-0140,rachel0@adventure-works.com,Sales Representative,S,F
289,Jae,Pak,0,1 (11) 500 555-0145,jae0@adventure-works.com,Sales Representative,M,F
290,Ranjit,Varkey Chudukatil,0,1 (11) 500 555-0117,ranjit0@adventure-works.com,Sales Representative,S,M
291,Gustavo,Achong,0,398-555-0132,gustavo0@adventure-works.com,,,
293,Catherine,Abel,0,747-555-0171,catherine0@adventure-works.com,,,
295,Kim,Abercrombie,0,334-555-0137,kim2@adventure-works.com,,,
297,Humberto,Acevedo,0,599-555-0127,humberto0@adventure-works.com,,,
299,Pilar,Ackerman,0,1 (11) 500 555-0132,pilar1@adventure-works.com,,,
301,Frances,Adams,0,991-555-0183,frances0@adventure-works.com,,,
303,Margaret,Smith,0,959-555-0151,margaret0@adventure-works.com,,,
305,Carla,Adams,0,107-555-0138,carla0@adventure-works.com,,,
